"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"af9887da-9310-4b09-aeff-e38d21a870ba","Start Managed Cluster","Accepted","Administrative","Informational","2026-08-14T23:37:50.533Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"af9887da-9310-4b09-aeff-e38d21a870ba","Update resource group","Started","Administrative","Informational","2026-08-14T23:37:51.475Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Resources/subscriptions/resourcegroups","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourcegroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus"
"af9887da-9310-4b09-aeff-e38d21a870ba","Update resource group","Succeeded","Administrative","Informational","2026-08-14T23:37:53.459Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Resources/subscriptions/resourcegroups","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourcegroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus"
"af9887da-9310-4b09-aeff-e38d21a870ba","Create or Update Load Balancer","Started","Administrative","Informational","2026-08-14T23:37:56.880Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/loadBalancers","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/loadBalancers/kubernetes"
"af9887da-9310-4b09-aeff-e38d21a870ba","Create or Update Load Balancer","Succeeded","Administrative","Informational","2026-08-14T23:37:57.037Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/loadBalancers","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/loadBalancers/kubernetes"
"af9887da-9310-4b09-aeff-e38d21a870ba","Delete Public Ip Address","Started","Administrative","Informational","2026-08-14T23:37:57.303Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/publicIPAddresses","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/publicIPAddresses/aks-managed-temp-outbound-ip"
"af9887da-9310-4b09-aeff-e38d21a870ba","Delete Public Ip Address","Succeeded","Administrative","Informational","2026-08-14T23:37:57.381Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/publicIPAddresses","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/publicIPAddresses/aks-managed-temp-outbound-ip"
"af9887da-9310-4b09-aeff-e38d21a870ba","Set Resource Ownership","Started","Administrative","Informational","2026-08-14T23:38:00.070Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/locations","","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/providers/Microsoft.Network/locations/eastus"
"af9887da-9310-4b09-aeff-e38d21a870ba","Set Resource Ownership","Accepted","Administrative","Informational","2026-08-14T23:38:00.148Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/locations","","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/providers/Microsoft.Network/locations/eastus"
"af9887da-9310-4b09-aeff-e38d21a870ba","Create or Update Virtual Machine Scale Set","Started","Administrative","Informational","2026-08-14T23:39:39.854Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"af9887da-9310-4b09-aeff-e38d21a870ba","Create or Update Virtual Machine Scale Set","Accepted","Administrative","Informational","2026-08-14T23:39:41.167Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"af9887da-9310-4b09-aeff-e38d21a870ba","Create or Update Virtual Machine Scale Set","Succeeded","Administrative","Informational","2026-08-14T23:40:56.058Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourcegroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"af9887da-9310-4b09-aeff-e38d21a870ba","Validate Deployment","Started","Administrative","Informational","2026-08-14T23:42:04.937Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Resources/deployments","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Resources/deployments/testCreateExtensions"
"af9887da-9310-4b09-aeff-e38d21a870ba","Validate Deployment","Succeeded","Administrative","Informational","2026-08-14T23:42:05.625Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Resources/deployments","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Resources/deployments/testCreateExtensions"
"b2752612-d043-4eff-8d54-f06bc45ce4ec","Start Managed Cluster","Failed","Administrative","Error","2026-08-14T23:40:59.709Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"b2752612-d043-4eff-8d54-f06bc45ce4ec","Start Managed Cluster","Started","Administrative","Informational","2026-08-14T23:40:59.599Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"4b62cf1d-c912-47cf-8b90-02bbea2fd55f","Create or Update Network Security Group","Succeeded","Administrative","Informational","2026-08-14T23:40:07.864Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"4b62cf1d-c912-47cf-8b90-02bbea2fd55f","Create or Update Network Security Group","Started","Administrative","Informational","2026-08-14T23:40:07.755Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"368485a7-a166-4ede-824c-bf5ebf751ebb","Create or Update Network Security Group","Succeeded","Administrative","Informational","2026-08-14T23:40:05.033Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"368485a7-a166-4ede-824c-bf5ebf751ebb","Create or Update Network Security Group","Started","Administrative","Informational","2026-08-14T23:40:04.939Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"d4ec5237-105f-4a05-8be4-2bfc01c578b0","Create or Update Network Security Group","Succeeded","Administrative","Informational","2026-08-14T23:39:55.034Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"d4ec5237-105f-4a05-8be4-2bfc01c578b0","Create or Update Network Security Group","Started","Administrative","Informational","2026-08-14T23:39:54.877Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"e190a8b2-f481-46fc-b02f-3cc17ca2797d","Create or update action group","Succeeded","Administrative","Informational","2026-08-14T23:32:10.333Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.Insights/actionGroups","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.Insights/actionGroups/ag-dr-alerts"
"e190a8b2-f481-46fc-b02f-3cc17ca2797d","Create or update action group","Started","Administrative","Informational","2026-08-14T23:32:09.926Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.Insights/actionGroups","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.Insights/actionGroups/ag-dr-alerts"
"5a096707-1231-416d-96c6-5418f0a5a992","Stop Managed Cluster","Succeeded","Administrative","Informational","2026-08-14T23:05:15.103Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"5a096707-1231-416d-96c6-5418f0a5a992","Stop Managed Cluster","Started","Administrative","Informational","2026-08-14T23:02:55.478Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"5a096707-1231-416d-96c6-5418f0a5a992","Stop Managed Cluster","Accepted","Administrative","Informational","2026-08-14T23:02:55.947Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-primary-eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-primary-eastus/providers/Microsoft.ContainerService/managedClusters/aks-primary-eastus"
"5a096707-1231-416d-96c6-5418f0a5a992","Delete Virtual Machines in a Virtual Machine Scale Set","Started","Administrative","Informational","2026-08-14T23:03:08.223Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"5a096707-1231-416d-96c6-5418f0a5a992","Delete Virtual Machines in a Virtual Machine Scale Set","Accepted","Administrative","Informational","2026-08-14T23:03:08.332Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"5a096707-1231-416d-96c6-5418f0a5a992","Delete Virtual Machines in a Virtual Machine Scale Set","Succeeded","Administrative","Informational","2026-08-14T23:03:11.449Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Compute/virtualMachineScaleSets","MC_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/MC_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Compute/virtualMachineScaleSets/aks-nodepool1-17411545-vmss"
"4ee0f938-1fbf-4ad5-98a8-09152d79b096","Health Event Activated","Active","Resource Health","Critical","2026-08-14T23:04:44.447Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS"
"4ee0f938-1fbf-4ad5-98a8-09152d79b096","Health Event Updated","Updated","Resource Health","Informational","2026-08-14T23:04:44.447Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS"
"c0ca175a-ebbc-4806-ac2d-fa77a00f4c01","Health Event Activated","Active","Resource Health","Critical","2026-08-14T23:04:26.770Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS"
"c0ca175a-ebbc-4806-ac2d-fa77a00f4c01","Health Event Updated","Updated","Resource Health","Informational","2026-08-14T23:04:26.770Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS"
"8485736c-bfef-4e9a-bbdf-dd11ee9013a7","Create or Update Network Security Group","Succeeded","Administrative","Informational","2026-08-14T23:03:10.066Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"8485736c-bfef-4e9a-bbdf-dd11ee9013a7","Create or Update Network Security Group","Started","Administrative","Informational","2026-08-14T23:03:09.941Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","aks-primary-eastus","Microsoft.Network/networkSecurityGroups","mc_rg-dr-primary-eastus_aks-primary-eastus_eastus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/mc_rg-dr-primary-eastus_aks-primary-eastus_eastus/providers/Microsoft.Network/networkSecurityGroups/aks-agentpool-26619185-nsg"
"1902f52d-b8f3-46a8-9adc-868095b58f15","Health Event Activated","Active","Resource Health","Informational","2026-08-14T23:03:09.968Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS/VIRTUALMACHINES/2"
"1902f52d-b8f3-46a8-9adc-868095b58f15","Health Event Updated","Updated","Resource Health","Informational","2026-08-14T23:03:09.330Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS/VIRTUALMACHINES/2"
"a2e93672-06eb-4763-8035-d96a1c8ef85d","Health Event Updated","Updated","Resource Health","Informational","2026-08-14T23:03:09.220Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS","/SUBSCRIPTIONS/6AD49BB6-A255-4718-B1C5-DCE7E90C4130/RESOURCEGROUPS/MC_RG-DR-PRIMARY-EASTUS_AKS-PRIMARY-EASTUS_EASTUS/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-NODEPOOL1-17411545-VMSS/VIRTUALMACHINES/2"
"63cb1dae-c8bc-46a7-ae28-86f03ef32ecb","Create or Update Load Balancer","Succeeded","Administrative","Informational","2026-08-14T23:01:27.485Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Network/loadBalancers","MC_rg-dr-secondary-westus_aks-secondary-westus_westus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourcegroups/MC_rg-dr-secondary-westus_aks-secondary-westus_westus/providers/Microsoft.Network/loadBalancers/kubernetes"
"63cb1dae-c8bc-46a7-ae28-86f03ef32ecb","Start Managed Cluster","Started","Administrative","Informational","2026-08-14T22:51:16.341Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-secondary-westus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-secondary-westus/providers/Microsoft.ContainerService/managedClusters/aks-secondary-westus"
"63cb1dae-c8bc-46a7-ae28-86f03ef32ecb","Start Managed Cluster","Accepted","Administrative","Informational","2026-08-14T22:51:17.075Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","zinal3933@gmail.com","Microsoft.ContainerService/managedClusters","rg-dr-secondary-westus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourceGroups/rg-dr-secondary-westus/providers/Microsoft.ContainerService/managedClusters/aks-secondary-westus"
"63cb1dae-c8bc-46a7-ae28-86f03ef32ecb","Update resource group","Started","Administrative","Informational","2026-08-14T22:51:17.800Z","6ad49bb6-a255-4718-b1c5-dce7e90c4130","AzureContainerService","Microsoft.Resources/subscriptions/resourcegroups","MC_rg-dr-secondary-westus_aks-secondary-westus_westus","/subscriptions/6ad49bb6-a255-4718-b1c5-dce7e90c4130/resourcegroups/MC_rg-dr-secondary-westus_aks-secondary-westus_westus"
